,LATITUDE,LONGITUDE,CRASHES,LOG_CRASHES
63,40.508,-74.23,12,2.4849066497880004
64,40.508,-74.229,1,0.0
65,40.508,-74.225,1,0.0
66,40.509,-74.251,1,0.0
67,40.509,-74.248,2,0.6931471805599453
68,40.509,-74.247,11,2.3978952727983707
69,40.509,-74.246,4,1.3862943611198906
70,40.509,-74.243,2,0.6931471805599453
71,40.509,-74.241,1,0.0
72,40.509,-74.239,1,0.0
73,40.509,-74.234,1,0.0
74,40.509,-74.231,1,0.0
75,40.509,-74.224,3,1.0986122886681098
76,40.509,-74.223,1,0.0
77,40.509,-74.222,3,1.0986122886681098
78,40.51,-74.251,2,0.6931471805599453
79,40.51,-74.25,3,1.0986122886681098
80,40.51,-74.249,1,0.0
81,40.51,-74.248,4,1.3862943611198906
82,40.51,-74.247,1,0.0
83,40.51,-74.246,1,0.0
84,40.51,-74.245,3,1.0986122886681098
85,40.51,-74.244,5,1.6094379124341003
86,40.51,-74.24,2,0.6931471805599453
87,40.51,-74.234,2,0.6931471805599453
88,40.51,-74.228,1,0.0
89,40.51,-74.218,2,0.6931471805599453
90,40.511,-74.249,1,0.0
91,40.511,-74.248,5,1.6094379124341003
92,40.511,-74.247,7,1.9459101490553132
93,40.511,-74.244,1,0.0
94,40.511,-74.243,2,0.6931471805599453
95,40.511,-74.242,9,2.1972245773362196
96,40.511,-74.241,3,1.0986122886681098
97,40.511,-74.24,1,0.0
98,40.511,-74.236,3,1.0986122886681098
99,40.511,-74.231,2,0.6931471805599453
100,40.512,-74.251,1,0.0
101,40.512,-74.25,27,3.295836866004329
102,40.512,-74.249,4,1.3862943611198906
103,40.512,-74.248,1,0.0
104,40.512,-74.245,2,0.6931471805599453
105,40.512,-74.244,1,0.0
106,40.512,-74.243,1,0.0
107,40.512,-74.24,4,1.3862943611198906
108,40.512,-74.239,1,0.0
109,40.512,-74.237,1,0.0
110,40.512,-74.233,1,0.0
111,40.512,-74.232,1,0.0
112,40.512,-74.211,1,0.0
113,40.512,-74.21,13,2.5649493574615367
114,40.513,-74.249,7,1.9459101490553132
115,40.513,-74.248,2,0.6931471805599453
116,40.513,-74.244,3,1.0986122886681098
117,40.513,-74.241,1,0.0
118,40.513,-74.239,1,0.0
119,40.513,-74.237,1,0.0
120,40.513,-74.232,1,0.0
121,40.513,-74.206,1,0.0
122,40.513,-74.197,1,0.0
123,40.514,-74.25,1,0.0
124,40.514,-74.248,1,0.0
125,40.514,-74.247,2,0.6931471805599453
126,40.514,-74.246,4,1.3862943611198906
127,40.514,-74.243,1,0.0
128,40.514,-74.242,2,0.6931471805599453
129,40.514,-74.241,1,0.0
130,40.514,-74.24,2,0.6931471805599453
131,40.514,-74.237,6,1.791759469228055
132,40.514,-74.236,3,1.0986122886681098
133,40.514,-74.232,1,0.0
134,40.514,-74.206,3,1.0986122886681098
135,40.514,-74.205,1,0.0
136,40.515,-74.246,7,1.9459101490553132
137,40.515,-74.245,3,1.0986122886681098
138,40.515,-74.244,2,0.6931471805599453
139,40.515,-74.243,1,0.0
140,40.515,-74.242,1,0.0
141,40.515,-74.241,1,0.0
142,40.515,-74.24,1,0.0
143,40.515,-74.239,1,0.0
144,40.515,-74.235,2,0.6931471805599453
145,40.515,-74.203,1,0.0
146,40.515,-74.202,1,0.0
147,40.516,-74.244,7,1.9459101490553132
148,40.516,-74.24,1,0.0
149,40.516,-74.239,3,1.0986122886681098
150,40.516,-74.238,1,0.0
151,40.516,-74.236,1,0.0
152,40.516,-74.234,3,1.0986122886681098
153,40.516,-74.233,31,3.4339872044851463
154,40.516,-74.232,1,0.0
155,40.516,-74.197,7,1.9459101490553132
156,40.516,-74.196,2,0.6931471805599453
157,40.516,-74.195,1,0.0
158,40.517,-74.243,1,0.0
159,40.517,-74.241,9,2.1972245773362196
160,40.517,-74.238,3,1.0986122886681098
161,40.517,-74.234,11,2.3978952727983707
162,40.517,-74.233,5,1.6094379124341003
163,40.517,-74.232,1,0.0
164,40.517,-74.231,1,0.0
165,40.517,-74.208,1,0.0
166,40.517,-74.203,6,1.791759469228055
167,40.517,-74.199,1,0.0
168,40.517,-74.197,3,1.0986122886681098
169,40.518,-74.241,3,1.0986122886681098
170,40.518,-74.24,2,0.6931471805599453
171,40.518,-74.234,8,2.0794415416798357
172,40.518,-74.224,7,1.9459101490553132
173,40.518,-74.213,1,0.0
174,40.518,-74.204,1,0.0
175,40.518,-74.197,5,1.6094379124341003
176,40.519,-74.24,2,0.6931471805599453
177,40.519,-74.231,2,0.6931471805599453
178,40.519,-74.226,1,0.0
179,40.519,-74.222,2,0.6931471805599453
180,40.519,-74.221,1,0.0
181,40.519,-74.2,3,1.0986122886681098
182,40.519,-74.199,1,0.0
183,40.519,-74.197,16,2.772588722239781
184,40.519,-74.196,1,0.0
185,40.52,-74.235,3,1.0986122886681098
186,40.52,-74.23,1,0.0
187,40.52,-74.229,14,2.6390573296152584
188,40.52,-74.22,3,1.0986122886681098
189,40.52,-74.219,1,0.0
190,40.52,-74.213,1,0.0
191,40.52,-74.209,1,0.0
192,40.52,-74.207,1,0.0
193,40.52,-74.198,1,0.0
194,40.52,-74.196,1,0.0
195,40.52,-74.195,5,1.6094379124341003
196,40.52,-74.188,1,0.0
197,40.521,-74.241,1,0.0
198,40.521,-74.239,13,2.5649493574615367
199,40.521,-74.236,6,1.791759469228055
200,40.521,-74.235,23,3.1354942159291497
201,40.521,-74.23,1,0.0
202,40.521,-74.218,1,0.0
203,40.521,-74.217,1,0.0
204,40.521,-74.214,2,0.6931471805599453
205,40.521,-74.205,1,0.0
206,40.521,-74.198,1,0.0
207,40.521,-74.189,1,0.0
208,40.521,-74.184,1,0.0
209,40.522,-74.239,1,0.0
210,40.522,-74.235,18,2.8903717578961645
211,40.522,-74.217,6,1.791759469228055
212,40.522,-74.216,1,0.0
213,40.522,-74.215,1,0.0
214,40.522,-74.214,1,0.0
215,40.522,-74.212,1,0.0
216,40.522,-74.21,1,0.0
217,40.523,-74.239,4,1.3862943611198906
218,40.523,-74.235,15,2.70805020110221
219,40.523,-74.222,1,0.0
220,40.523,-74.221,1,0.0
221,40.523,-74.216,3,1.0986122886681098
222,40.523,-74.215,1,0.0
223,40.523,-74.21,3,1.0986122886681098
224,40.523,-74.209,1,0.0
225,40.523,-74.19,4,1.3862943611198906
226,40.523,-74.188,1,0.0
227,40.523,-74.175,1,0.0
228,40.524,-74.239,4,1.3862943611198906
229,40.524,-74.235,13,2.5649493574615367
230,40.524,-74.223,1,0.0
231,40.524,-74.221,1,0.0
232,40.524,-74.216,11,2.3978952727983707
233,40.524,-74.215,1,0.0
234,40.524,-74.214,5,1.6094379124341003
235,40.524,-74.212,2,0.6931471805599453
236,40.524,-74.206,1,0.0
237,40.524,-74.205,2,0.6931471805599453
238,40.524,-74.204,1,0.0
239,40.524,-74.202,1,0.0
240,40.524,-74.2,3,1.0986122886681098
241,40.524,-74.187,3,1.0986122886681098
242,40.524,-74.186,17,2.833213344056216
243,40.524,-74.179,1,0.0
244,40.524,-74.172,1,0.0
245,40.525,-74.239,11,2.3978952727983707
246,40.525,-74.238,1,0.0
247,40.525,-74.233,7,1.9459101490553132
248,40.525,-74.231,4,1.3862943611198906
249,40.525,-74.23,24,3.1780538303479458
250,40.525,-74.219,1,0.0
251,40.525,-74.216,1,0.0
252,40.525,-74.21,9,2.1972245773362196
253,40.525,-74.209,2,0.6931471805599453
254,40.525,-74.208,1,0.0
255,40.525,-74.207,5,1.6094379124341003
256,40.525,-74.206,1,0.0
257,40.525,-74.201,3,1.0986122886681098
258,40.525,-74.187,2,0.6931471805599453
259,40.525,-74.172,1,0.0
260,40.526,-74.235,2,0.6931471805599453
261,40.526,-74.229,8,2.0794415416798357
262,40.526,-74.228,7,1.9459101490553132
263,40.526,-74.227,6,1.791759469228055
264,40.526,-74.226,4,1.3862943611198906
265,40.526,-74.225,5,1.6094379124341003
266,40.526,-74.224,4,1.3862943611198906
267,40.526,-74.223,3,1.0986122886681098
268,40.526,-74.222,4,1.3862943611198906
269,40.526,-74.22,2,0.6931471805599453
270,40.526,-74.21,1,0.0
271,40.526,-74.205,8,2.0794415416798357
272,40.526,-74.203,1,0.0
273,40.526,-74.202,13,2.5649493574615367
274,40.526,-74.201,3,1.0986122886681098
275,40.526,-74.188,2,0.6931471805599453
276,40.526,-74.187,1,0.0
277,40.526,-74.18,6,1.791759469228055
278,40.526,-74.175,2,0.6931471805599453
279,40.526,-74.168,1,0.0
280,40.527,-74.221,1,0.0
281,40.527,-74.22,4,1.3862943611198906
282,40.527,-74.217,1,0.0
283,40.527,-74.201,6,1.791759469228055
284,40.527,-74.181,1,0.0
285,40.527,-74.178,7,1.9459101490553132
286,40.527,-74.177,1,0.0
287,40.527,-74.176,2,0.6931471805599453
288,40.527,-74.175,5,1.6094379124341003
289,40.527,-74.174,1,0.0
290,40.527,-74.173,1,0.0
291,40.527,-74.172,2,0.6931471805599453
292,40.527,-74.169,3,1.0986122886681098
293,40.527,-74.168,3,1.0986122886681098
294,40.527,-74.167,8,2.0794415416798357
295,40.527,-74.166,1,0.0
296,40.528,-74.242,1,0.0
297,40.528,-74.239,5,1.6094379124341003
298,40.528,-74.237,1,0.0
299,40.528,-74.236,4,1.3862943611198906
300,40.528,-74.235,25,3.2188758248682006
301,40.528,-74.234,9,2.1972245773362196
302,40.528,-74.233,3,1.0986122886681098
303,40.528,-74.232,5,1.6094379124341003
304,40.528,-74.23,12,2.4849066497880004
305,40.528,-74.218,3,1.0986122886681098
306,40.528,-74.216,4,1.3862943611198906
307,40.528,-74.215,1,0.0
308,40.528,-74.209,1,0.0
309,40.528,-74.202,2,0.6931471805599453
310,40.528,-74.2,1,0.0
311,40.528,-74.199,1,0.0
312,40.528,-74.192,7,1.9459101490553132
313,40.528,-74.189,3,1.0986122886681098
314,40.528,-74.177,1,0.0
315,40.528,-74.168,1,0.0
316,40.528,-74.166,2,0.6931471805599453
317,40.528,-74.165,4,1.3862943611198906
318,40.528,-74.164,1,0.0
319,40.529,-74.239,1,0.0
320,40.529,-74.222,2,0.6931471805599453
321,40.529,-74.221,1,0.0
322,40.529,-74.22,1,0.0
323,40.529,-74.217,9,2.1972245773362196
324,40.529,-74.213,2,0.6931471805599453
325,40.529,-74.211,12,2.4849066497880004
326,40.529,-74.191,1,0.0
327,40.529,-74.19,5,1.6094379124341003
328,40.529,-74.168,2,0.6931471805599453
329,40.529,-74.163,1,0.0
330,40.529,-74.162,1,0.0
331,40.529,-74.161,12,2.4849066497880004
332,40.53,-74.24,1,0.0
333,40.53,-74.239,3,1.0986122886681098
334,40.53,-74.223,1,0.0
335,40.53,-74.22,1,0.0
336,40.53,-74.219,1,0.0
337,40.53,-74.218,1,0.0
338,40.53,-74.217,1,0.0
339,40.53,-74.211,13,2.5649493574615367
340,40.53,-74.209,1,0.0
341,40.53,-74.205,1,0.0
342,40.53,-74.203,1,0.0
343,40.53,-74.197,1,0.0
344,40.53,-74.196,3,1.0986122886681098
345,40.53,-74.192,1,0.0
346,40.53,-74.191,4,1.3862943611198906
347,40.53,-74.19,2,0.6931471805599453
348,40.53,-74.189,1,0.0
349,40.53,-74.187,1,0.0
350,40.53,-74.183,1,0.0
351,40.53,-74.165,1,0.0
352,40.53,-74.162,3,1.0986122886681098
353,40.53,-74.159,1,0.0
354,40.53,-74.156,1,0.0
355,40.531,-74.224,4,1.3862943611198906
356,40.531,-74.223,1,0.0
357,40.531,-74.221,1,0.0
358,40.531,-74.22,1,0.0
359,40.531,-74.218,2,0.6931471805599453
360,40.531,-74.207,2,0.6931471805599453
361,40.531,-74.206,1,0.0
362,40.531,-74.196,1,0.0
363,40.531,-74.195,4,1.3862943611198906
364,40.531,-74.194,1,0.0
365,40.531,-74.193,6,1.791759469228055
366,40.531,-74.191,1,0.0
367,40.531,-74.189,1,0.0
368,40.531,-74.188,1,0.0
369,40.531,-74.184,1,0.0
370,40.531,-74.163,3,1.0986122886681098
371,40.531,-74.162,2,0.6931471805599453
372,40.531,-74.159,7,1.9459101490553132
373,40.532,-74.225,9,2.1972245773362196
374,40.532,-74.224,1,0.0
375,40.532,-74.223,8,2.0794415416798357
376,40.532,-74.222,2,0.6931471805599453
377,40.532,-74.221,2,0.6931471805599453
378,40.532,-74.218,1,0.0
379,40.532,-74.205,3,1.0986122886681098
380,40.532,-74.204,2,0.6931471805599453
381,40.532,-74.203,22,3.091042453358316
382,40.532,-74.197,1,0.0
383,40.532,-74.192,21,3.044522437723423
384,40.532,-74.19,1,0.0
385,40.532,-74.188,1,0.0
386,40.532,-74.17,1,0.0
387,40.532,-74.168,1,0.0
388,40.532,-74.167,2,0.6931471805599453
389,40.532,-74.16,1,0.0
390,40.532,-74.159,1,0.0
391,40.532,-74.156,7,1.9459101490553132
392,40.532,-74.153,1,0.0
393,40.533,-74.239,4,1.3862943611198906
394,40.533,-74.224,1,0.0
395,40.533,-74.223,1,0.0
396,40.533,-74.207,1,0.0
397,40.533,-74.203,4,1.3862943611198906
398,40.533,-74.202,3,1.0986122886681098
399,40.533,-74.199,1,0.0
400,40.533,-74.195,3,1.0986122886681098
401,40.533,-74.192,4,1.3862943611198906
402,40.533,-74.191,2,0.6931471805599453
403,40.533,-74.19,1,0.0
404,40.533,-74.189,1,0.0
405,40.533,-74.187,1,0.0
406,40.533,-74.17,1,0.0
407,40.533,-74.159,1,0.0
408,40.533,-74.156,2,0.6931471805599453
409,40.533,-74.155,4,1.3862943611198906
410,40.533,-74.153,1,0.0
411,40.533,-74.152,1,0.0
412,40.534,-74.237,3,1.0986122886681098
413,40.534,-74.236,1,0.0
414,40.534,-74.208,1,0.0
415,40.534,-74.207,1,0.0
416,40.534,-74.205,1,0.0
417,40.534,-74.204,2,0.6931471805599453
418,40.534,-74.201,1,0.0
419,40.534,-74.2,1,0.0
420,40.534,-74.199,5,1.6094379124341003
421,40.534,-74.195,2,0.6931471805599453
422,40.534,-74.193,20,2.995732273553991
423,40.534,-74.187,1,0.0
424,40.534,-74.186,2,0.6931471805599453
425,40.534,-74.172,4,1.3862943611198906
426,40.534,-74.162,1,0.0
427,40.534,-74.161,1,0.0
428,40.534,-74.155,2,0.6931471805599453
429,40.534,-74.154,21,3.044522437723423
430,40.534,-74.153,1,0.0
431,40.534,-74.152,1,0.0
432,40.535,-74.24,1,0.0
433,40.535,-74.236,5,1.6094379124341003
434,40.535,-74.223,1,0.0
435,40.535,-74.218,4,1.3862943611198906
436,40.535,-74.216,2,0.6931471805599453
437,40.535,-74.212,1,0.0
438,40.535,-74.208,1,0.0
439,40.535,-74.206,2,0.6931471805599453
440,40.535,-74.204,2,0.6931471805599453
441,40.535,-74.202,1,0.0
442,40.535,-74.198,1,0.0
443,40.535,-74.196,5,1.6094379124341003
444,40.535,-74.194,9,2.1972245773362196
445,40.535,-74.192,2,0.6931471805599453
446,40.535,-74.184,1,0.0
447,40.535,-74.179,2,0.6931471805599453
448,40.535,-74.172,1,0.0
449,40.535,-74.166,1,0.0
450,40.535,-74.165,2,0.6931471805599453
451,40.535,-74.163,1,0.0
452,40.535,-74.16,1,0.0
453,40.535,-74.156,3,1.0986122886681098
454,40.535,-74.155,1,0.0
455,40.535,-74.153,5,1.6094379124341003
456,40.536,-74.239,1,0.0
457,40.536,-74.237,1,0.0
458,40.536,-74.223,1,0.0
459,40.536,-74.217,1,0.0
460,40.536,-74.21,1,0.0
461,40.536,-74.208,2,0.6931471805599453
462,40.536,-74.205,1,0.0
463,40.536,-74.199,1,0.0
464,40.536,-74.196,2,0.6931471805599453
465,40.536,-74.194,8,2.0794415416798357
466,40.536,-74.193,2,0.6931471805599453
467,40.536,-74.191,1,0.0
468,40.536,-74.19,2,0.6931471805599453
469,40.536,-74.183,1,0.0
470,40.536,-74.182,3,1.0986122886681098
471,40.536,-74.181,3,1.0986122886681098
472,40.536,-74.18,2,0.6931471805599453
473,40.536,-74.179,4,1.3862943611198906
474,40.536,-74.177,1,0.0
475,40.536,-74.173,1,0.0
476,40.536,-74.168,1,0.0
477,40.536,-74.166,1,0.0
478,40.536,-74.164,2,0.6931471805599453
479,40.536,-74.162,1,0.0
480,40.536,-74.16,1,0.0
481,40.536,-74.158,1,0.0
482,40.536,-74.157,2,0.6931471805599453
483,40.536,-74.152,5,1.6094379124341003
484,40.536,-74.151,1,0.0
485,40.536,-74.149,1,0.0
486,40.537,-74.237,2,0.6931471805599453
487,40.537,-74.231,1,0.0
488,40.537,-74.225,7,1.9459101490553132
489,40.537,-74.224,4,1.3862943611198906
490,40.537,-74.223,3,1.0986122886681098
491,40.537,-74.222,1,0.0
492,40.537,-74.221,3,1.0986122886681098
493,40.537,-74.218,1,0.0
494,40.537,-74.212,2,0.6931471805599453
495,40.537,-74.205,1,0.0
496,40.537,-74.2,1,0.0
497,40.537,-74.198,1,0.0
498,40.537,-74.197,3,1.0986122886681098
499,40.537,-74.194,5,1.6094379124341003
500,40.537,-74.193,1,0.0
501,40.537,-74.192,1,0.0
502,40.537,-74.183,1,0.0
503,40.537,-74.181,1,0.0
504,40.537,-74.179,1,0.0
505,40.537,-74.178,1,0.0
506,40.537,-74.177,1,0.0
507,40.537,-74.175,4,1.3862943611198906
508,40.537,-74.167,3,1.0986122886681098
509,40.537,-74.164,2,0.6931471805599453
510,40.537,-74.159,2,0.6931471805599453
511,40.537,-74.158,1,0.0
512,40.537,-74.155,1,0.0
513,40.537,-74.151,5,1.6094379124341003
514,40.537,-74.149,2,0.6931471805599453
515,40.537,-74.148,1,0.0
516,40.537,-74.147,1,0.0
517,40.537,-74.145,1,0.0
518,40.538,-74.237,7,1.9459101490553132
519,40.538,-74.235,2,0.6931471805599453
520,40.538,-74.233,4,1.3862943611198906
521,40.538,-74.222,1,0.0
522,40.538,-74.219,1,0.0
523,40.538,-74.218,3,1.0986122886681098
524,40.538,-74.211,1,0.0
525,40.538,-74.209,2,0.6931471805599453
526,40.538,-74.206,3,1.0986122886681098
527,40.538,-74.2,1,0.0
528,40.538,-74.198,2,0.6931471805599453
529,40.538,-74.195,2,0.6931471805599453
530,40.538,-74.192,2,0.6931471805599453
531,40.538,-74.188,1,0.0
532,40.538,-74.183,2,0.6931471805599453
533,40.538,-74.179,1,0.0
534,40.538,-74.174,5,1.6094379124341003
535,40.538,-74.173,2,0.6931471805599453
536,40.538,-74.172,3,1.0986122886681098
537,40.538,-74.169,1,0.0
538,40.538,-74.167,3,1.0986122886681098
539,40.538,-74.165,2,0.6931471805599453
540,40.538,-74.16,3,1.0986122886681098
541,40.538,-74.159,2,0.6931471805599453
542,40.538,-74.153,1,0.0
543,40.538,-74.151,1,0.0
544,40.538,-74.15,20,2.995732273553991
545,40.538,-74.149,2,0.6931471805599453
546,40.538,-74.148,1,0.0
547,40.539,-74.237,1,0.0
548,40.539,-74.232,1,0.0
549,40.539,-74.224,2,0.6931471805599453
550,40.539,-74.219,3,1.0986122886681098
551,40.539,-74.216,1,0.0
552,40.539,-74.212,3,1.0986122886681098
553,40.539,-74.209,1,0.0
554,40.539,-74.206,1,0.0
555,40.539,-74.205,1,0.0
556,40.539,-74.203,1,0.0
557,40.539,-74.201,1,0.0
558,40.539,-74.2,1,0.0
559,40.539,-74.198,1,0.0
560,40.539,-74.195,4,1.3862943611198906
561,40.539,-74.193,1,0.0
562,40.539,-74.192,1,0.0
563,40.539,-74.188,1,0.0
564,40.539,-74.183,1,0.0
565,40.539,-74.182,1,0.0
566,40.539,-74.178,1,0.0
567,40.539,-74.177,1,0.0
568,40.539,-74.175,1,0.0
569,40.539,-74.172,1,0.0
570,40.539,-74.171,3,1.0986122886681098
571,40.539,-74.168,3,1.0986122886681098
572,40.539,-74.166,1,0.0
573,40.539,-74.164,1,0.0
574,40.539,-74.163,2,0.6931471805599453
575,40.539,-74.16,1,0.0
576,40.539,-74.156,5,1.6094379124341003
577,40.539,-74.152,1,0.0
578,40.539,-74.151,1,0.0
579,40.539,-74.149,3,1.0986122886681098
580,40.539,-74.144,2,0.6931471805599453
581,40.539,-74.143,2,0.6931471805599453
582,40.54,-74.224,6,1.791759469228055
583,40.54,-74.223,1,0.0
584,40.54,-74.218,5,1.6094379124341003
585,40.54,-74.217,1,0.0
586,40.54,-74.207,2,0.6931471805599453
587,40.54,-74.202,1,0.0
588,40.54,-74.201,1,0.0
589,40.54,-74.196,2,0.6931471805599453
590,40.54,-74.189,1,0.0
591,40.54,-74.187,1,0.0
592,40.54,-74.186,1,0.0
593,40.54,-74.184,2,0.6931471805599453
594,40.54,-74.183,1,0.0
595,40.54,-74.182,1,0.0
596,40.54,-74.177,6,1.791759469228055
597,40.54,-74.176,2,0.6931471805599453
598,40.54,-74.175,1,0.0
599,40.54,-74.174,1,0.0
600,40.54,-74.169,8,2.0794415416798357
601,40.54,-74.165,8,2.0794415416798357
602,40.54,-74.161,9,2.1972245773362196
603,40.54,-74.16,2,0.6931471805599453
604,40.54,-74.155,1,0.0
605,40.54,-74.154,2,0.6931471805599453
606,40.54,-74.153,3,1.0986122886681098
607,40.54,-74.15,1,0.0
608,40.54,-74.149,1,0.0
609,40.54,-74.148,9,2.1972245773362196
610,40.54,-74.144,1,0.0
611,40.541,-74.238,3,1.0986122886681098
612,40.541,-74.224,2,0.6931471805599453
613,40.541,-74.223,2,0.6931471805599453
614,40.541,-74.222,1,0.0
615,40.541,-74.221,1,0.0
616,40.541,-74.218,10,2.302585092994046
617,40.541,-74.217,1,0.0
618,40.541,-74.216,2,0.6931471805599453
619,40.541,-74.215,5,1.6094379124341003
620,40.541,-74.212,1,0.0
621,40.541,-74.21,1,0.0
622,40.541,-74.207,7,1.9459101490553132
623,40.541,-74.204,2,0.6931471805599453
624,40.541,-74.2,1,0.0
625,40.541,-74.196,1,0.0
626,40.541,-74.193,1,0.0
627,40.541,-74.191,2,0.6931471805599453
628,40.541,-74.189,1,0.0
629,40.541,-74.188,1,0.0
630,40.541,-74.186,7,1.9459101490553132
631,40.541,-74.184,3,1.0986122886681098
632,40.541,-74.182,1,0.0
633,40.541,-74.178,2,0.6931471805599453
634,40.541,-74.177,5,1.6094379124341003
635,40.541,-74.176,1,0.0
636,40.541,-74.175,1,0.0
637,40.541,-74.173,2,0.6931471805599453
638,40.541,-74.17,7,1.9459101490553132
639,40.541,-74.169,3,1.0986122886681098
640,40.541,-74.168,1,0.0
641,40.541,-74.167,2,0.6931471805599453
642,40.541,-74.159,2,0.6931471805599453
643,40.541,-74.156,1,0.0
644,40.541,-74.154,4,1.3862943611198906
645,40.541,-74.153,1,0.0
646,40.541,-74.152,1,0.0
647,40.541,-74.151,1,0.0
648,40.541,-74.147,14,2.6390573296152584
649,40.541,-74.145,1,0.0
650,40.542,-74.237,1,0.0
651,40.542,-74.218,5,1.6094379124341003
652,40.542,-74.217,1,0.0
653,40.542,-74.215,2,0.6931471805599453
654,40.542,-74.21,4,1.3862943611198906
655,40.542,-74.208,10,2.302585092994046
656,40.542,-74.207,11,2.3978952727983707
657,40.542,-74.206,1,0.0
658,40.542,-74.205,1,0.0
659,40.542,-74.204,2,0.6931471805599453
660,40.542,-74.202,4,1.3862943611198906
661,40.542,-74.197,1,0.0
662,40.542,-74.194,1,0.0
663,40.542,-74.186,1,0.0
664,40.542,-74.185,1,0.0
665,40.542,-74.184,1,0.0
666,40.542,-74.183,2,0.6931471805599453
667,40.542,-74.182,1,0.0
668,40.542,-74.178,1,0.0
669,40.542,-74.177,6,1.791759469228055
670,40.542,-74.173,2,0.6931471805599453
671,40.542,-74.172,2,0.6931471805599453
672,40.542,-74.171,4,1.3862943611198906
673,40.542,-74.17,1,0.0
674,40.542,-74.166,2,0.6931471805599453
675,40.542,-74.165,2,0.6931471805599453
676,40.542,-74.163,14,2.6390573296152584
677,40.542,-74.162,4,1.3862943611198906
678,40.542,-74.158,1,0.0
679,40.542,-74.157,3,1.0986122886681098
680,40.542,-74.155,2,0.6931471805599453
681,40.542,-74.152,1,0.0
682,40.542,-74.148,3,1.0986122886681098
683,40.542,-74.147,1,0.0
684,40.542,-74.146,26,3.258096538021482
685,40.542,-74.145,1,0.0
686,40.542,-74.143,2,0.6931471805599453
687,40.543,-74.218,1,0.0
688,40.543,-74.215,3,1.0986122886681098
689,40.543,-74.213,1,0.0
690,40.543,-74.211,1,0.0
691,40.543,-74.208,14,2.6390573296152584
692,40.543,-74.206,1,0.0
693,40.543,-74.203,1,0.0
694,40.543,-74.199,2,0.6931471805599453
695,40.543,-74.198,1,0.0
696,40.543,-74.197,16,2.772588722239781
697,40.543,-74.194,2,0.6931471805599453
698,40.543,-74.183,2,0.6931471805599453
699,40.543,-74.181,1,0.0
700,40.543,-74.177,1,0.0
701,40.543,-74.174,8,2.0794415416798357
702,40.543,-74.173,1,0.0
703,40.543,-74.172,1,0.0
704,40.543,-74.167,2,0.6931471805599453
705,40.543,-74.165,1,0.0
706,40.543,-74.164,33,3.4965075614664802
707,40.543,-74.16,1,0.0
708,40.543,-74.156,7,1.9459101490553132
709,40.543,-74.151,2,0.6931471805599453
710,40.543,-74.15,1,0.0
711,40.543,-74.147,5,1.6094379124341003
712,40.543,-74.145,2,0.6931471805599453
713,40.543,-74.144,1,0.0
714,40.543,-74.143,2,0.6931471805599453
715,40.544,-74.229,1,0.0
716,40.544,-74.223,2,0.6931471805599453
717,40.544,-74.219,1,0.0
718,40.544,-74.216,3,1.0986122886681098
719,40.544,-74.212,1,0.0
